,rightankle,leftankle,rightknee,leftknee,righthip,lefthip,rightshoulder,leftshoulder,rightankle leftankle,rightankle rightknee,rightankle leftknee,rightankle righthip,rightankle lefthip,rightankle rightshoulder,rightankle leftshoulder,leftankle rightknee,leftankle leftknee,leftankle righthip,leftankle lefthip,leftankle rightshoulder,leftankle leftshoulder,rightknee leftknee,rightknee righthip,rightknee lefthip,rightknee rightshoulder,rightknee leftshoulder,leftknee righthip,leftknee lefthip,leftknee rightshoulder,leftknee leftshoulder,righthip lefthip,righthip rightshoulder,righthip leftshoulder,lefthip rightshoulder,lefthip leftshoulder,rightshoulder leftshoulder,curve
60,85.35,54.53,175.29,168.03,158.65,159.05,28.62,37.03,4654.135499999999,14961.001499999998,14341.360499999999,13540.7775,13574.9175,2442.717,3160.5105,9558.5637,9162.6759,8651.184500000001,8672.996500000001,1560.6486,2019.2459000000001,29453.9787,27809.7585,27879.8745,5016.7998,6490.9887,26657.9595,26725.1715,4809.0186,6222.150900000001,25233.2825,4540.563,5874.8095,4552.011,5889.6215,1059.7986,1
61,100.95,139.81,174.11,166.5,143.18,147.01,10.7,7.45,14113.819500000001,17576.4045,16808.175,14454.021,14840.6595,1080.165,752.0775,24342.3191,23278.365,20017.9958,20553.4681,1495.9669999999999,1041.5845,28989.315000000002,24929.069800000005,25595.9111,1862.977,1297.1195000000002,23839.47,24477.164999999997,1781.55,1240.425,21048.8918,1532.026,1066.691,1573.0069999999998,1095.2245,79.715,1
62,115.7,104.08,165.93,172.64,127.72,147.52,3.6,12.42,12042.056,19198.101000000002,19974.448,14777.204,17068.064000000002,416.52000000000004,1436.994,17269.9944,17968.371199999998,13293.0976,15353.8816,374.688,1292.6736,28646.155199999997,21192.5796,24477.9936,597.3480000000001,2060.8506,22049.5808,25467.8528,621.504,2144.1888,18841.2544,459.79200000000003,1586.2824,531.072,1832.1984000000002,44.712,1
63,165.2,167.98,177.58,176.73,145.21,157.74,15.48,73.45,27750.295999999995,29336.216,29195.795999999995,23988.692,26058.648,2557.296,12133.94,29829.8884,29687.105399999997,24392.3758,26497.1652,2600.3304,12338.131,31383.7134,25786.391800000005,28011.469200000003,2748.9384000000005,13043.251000000002,25662.9633,27877.3902,2735.7804,12980.8185,22905.425400000004,2247.8508,10665.674500000001,2441.8152,11586.003,1137.006,1
64,136.57,146.6,132.59,156.13,139.58,146.77,11.95,2.54,20021.161999999997,18107.8163,21322.674099999997,19062.4406,20044.3789,1632.0114999999998,346.88779999999997,19437.694,22888.658,20462.428,21516.482,1751.87,372.364,20701.2767,18506.912200000002,19460.2343,1584.4505,336.77860000000004,21792.6254,22915.200100000002,1865.7534999999998,396.5702,20486.156600000002,1667.981,354.5332,1753.9015,372.79580000000004,30.352999999999998,1
65,116.03,135.7,162.75,130.79,126.17,125.13,11.55,36.35,15745.270999999999,18883.8825,15175.563699999999,14639.5051,14518.8339,1340.1465,4217.690500000001,22085.175,17748.202999999998,17121.269,16980.141,1567.335,4932.695,21286.0725,20534.1675,20364.907499999998,1879.7625,5915.962500000001,16501.7743,16365.7527,1510.6245,4754.2164999999995,15787.6521,1457.2635,4586.279500000001,1445.2515,4548.4755000000005,419.84250000000003,1
66,156.87,158.08,134.52,155.41,168.56,167.63,37.04,42.4,24798.0096,21102.152400000003,24379.1667,26442.0072,26296.1181,5810.4648,6651.288,21264.9216,24567.2128,26645.9648,26498.9504,5855.283200000001,6702.592000000001,20905.753200000003,22674.6912,22549.587600000003,4982.620800000001,5703.648,26195.9096,26051.3783,5756.386399999999,6589.384,28255.7128,6243.4624,7146.9439999999995,6209.0152,7107.512,1570.4959999999999,1
67,135.76,115.3,166.88,151.1,139.24,137.99,9.01,18.15,15653.127999999999,22655.6288,20513.336,18903.2224,18733.5224,1223.1976,2464.044,19241.264,17421.829999999998,16054.372000000001,15910.247000000001,1038.8529999999998,2092.6949999999997,25215.568,23236.3712,23027.7712,1503.5888,3028.872,21039.164,20850.289,1361.4109999999998,2742.4649999999997,19213.727600000002,1254.5524,2527.206,1243.2899,2504.5185,163.5315,1
68,145.68,127.59,169.35,158.91,146.6,152.15,6.99,1.65,18587.3112,24670.908,23150.0088,21356.688000000002,22165.212000000003,1018.3032000000001,240.37199999999999,21607.3665,20275.3269,18704.694,19412.8185,891.8541,210.52349999999998,26911.408499999998,24826.71,25766.6025,1183.7565,279.42749999999995,23296.206,24178.1565,1110.7809,262.20149999999995,22305.19,1024.734,241.89,1063.5285000000001,251.04749999999999,11.5335,1
69,122.39,129.19,160.26,156.95,145.62,143.8,14.85,4.27,15811.5641,19614.2214,19209.1105,17822.431800000002,17599.682,1817.4914999999999,522.6052999999999,20703.9894,20276.370499999997,18812.6478,18577.522,1918.4714999999999,551.6412999999999,25152.806999999997,23337.0612,23045.388,2379.861,684.3101999999999,22855.058999999997,22569.41,2330.7075,670.1764999999999,20940.156000000003,2162.457,621.7973999999999,2135.4300000000003,614.026,63.409499999999994,1
70,130.57,123.23,178.19,175.02,155.54,154.01,17.81,6.54,16090.141099999999,23266.2683,22852.3614,20308.857799999998,20109.085699999996,2325.4516999999996,853.9277999999999,21958.3537,21567.714600000003,19167.194199999998,18978.652299999998,2194.7263,805.9242,31186.8138,27715.672599999998,27443.041899999997,3173.5638999999996,1165.3626,27222.6108,26954.8302,3117.1062,1144.6308000000001,23954.715399999997,2770.1674,1017.2316,2742.9181,1007.2253999999999,116.47739999999999,1
71,132.33,143.45,176.91,167.86,163.47,166.42,6.63,13.44,18982.7385,23410.500300000003,22212.913800000006,21631.9851,22022.3586,877.3479000000001,1778.5152,25377.739499999996,24079.517,23449.7715,23872.948999999997,951.0734999999999,1927.9679999999998,29696.1126,28919.4777,29441.362199999996,1172.9133,2377.6704,27440.074200000003,27935.2612,1112.9118,2256.0384,27204.677399999997,1083.8061,2197.0368,1103.3645999999999,2236.6847999999995,89.10719999999999,1
72,126.67,148.27,156.45,152.63,140.65,148.88,5.2,10.09,18781.360900000003,19817.5215,19333.6421,17816.1355,18858.6296,658.6840000000001,1278.1003,23196.8415,22630.450100000002,20854.1755,22074.4376,771.0040000000001,1496.0443,23878.963499999998,22004.6925,23292.275999999998,813.54,1578.5804999999998,21467.4095,22723.554399999997,793.676,1540.0366999999999,20939.972,731.3800000000001,1419.1585,774.176,1502.1992,52.468,1
73,109.03,90.37,164.97,154.25,152.45,147.31,29.82,4.06,9853.0411,17986.6791,16817.8775,16621.623499999998,16061.2093,3251.2746,442.66179999999997,14908.3389,13939.5725,13776.9065,13312.404700000001,2694.8334,366.9022,25446.6225,25149.676499999998,24301.7307,4919.4054,669.7782,23515.4125,22722.5675,4599.735,626.255,22457.409499999998,4546.058999999999,618.9469999999999,4392.7842,598.0785999999999,121.0692,1
74,160.97,105.08,177.52,171.36,145.61,150.57,2.31,4.22,16914.7276,28575.3944,27583.8192,23438.8417,24237.2529,371.8407,679.2933999999999,18653.801600000003,18006.5088,15300.698800000002,15821.8956,242.7348,443.4376,30419.827200000003,25848.687200000004,26729.1864,410.07120000000003,749.1344,24951.729600000006,25801.6752,395.8416,723.1392,21924.4977,336.3591,614.4742,347.81669999999997,635.4054,9.748199999999999,1
75,108.67,131.16,167.07,155.14,148.46,157.37,3.22,2.77,14253.1572,18155.4969,16859.0638,16133.148200000001,17101.3979,349.91740000000004,301.0159,21912.9012,20348.162399999997,19472.013600000002,20640.6492,422.33520000000004,363.3132,25919.239799999996,24803.2122,26291.8059,537.9654,462.78389999999996,23032.0844,24414.3818,499.5508,429.7378,23363.150200000004,478.04120000000006,411.23420000000004,506.73140000000006,435.9149,8.919400000000001,1
76,137.41,118.68,163.49,164.99,141.39,155.22,2.13,8.77,16307.818800000001,22465.1609,22671.2759,19428.399899999997,21328.7802,292.6833,1205.0856999999999,19402.9932,19581.0132,16780.1652,18421.5096,252.7884,1040.8236,26974.2151,23115.8511,25376.917800000003,348.2337,1433.8073,23327.9361,25609.7478,351.4287,1446.9623,21946.5558,301.16069999999996,1239.9902999999997,330.61859999999996,1361.2794,18.6801,1
77,139.4,142.32,173.65,163.44,146.04,151.82,10.62,9.45,19839.408,24206.81,22783.536,20357.976,21163.708,1480.4279999999999,1317.33,24713.868,23260.780799999997,20784.4128,21607.022399999998,1511.4383999999998,1344.9239999999998,28381.356,25359.845999999998,26363.543,1844.163,1640.9924999999998,23868.777599999998,24813.460799999997,1735.7327999999998,1544.5079999999998,22171.7928,1550.9447999999998,1380.0779999999997,1612.3283999999999,1434.6989999999998,100.35899999999998,1
78,140.37,152.99,169.67,168.16,169.25,172.01,19.24,27.88,21475.2063,23816.5779,23604.6192,23757.6225,24145.0437,2700.7187999999996,3913.5156,25957.813299999998,25726.7984,25893.557500000003,26315.8099,2943.5276,4265.3612,28531.707199999997,28716.6475,29184.936699999995,3264.4507999999996,4730.3996,28461.079999999998,28925.201599999997,3235.3983999999996,4688.3008,29112.692499999997,3256.37,4718.69,3309.4723999999997,4795.6388,536.4111999999999,1
79,140.41,155.71,169.33,168.72,169.86,170.96,21.62,35.08,21863.2411,23775.6253,23689.9752,23850.0426,24004.4936,3035.6642,4925.582799999999,26366.374300000003,26271.391200000002,26448.900600000004,26620.181600000004,3366.4502,5462.3068,28569.357600000003,28762.393800000005,28948.656800000004,3660.9146000000005,5940.0964,28658.7792,28844.3712,3647.7264,5918.6975999999995,29039.265600000002,3672.3732000000005,5958.6888,3696.1552,5997.2768,758.4296,1
80,140.41,155.71,169.33,168.72,169.86,170.96,21.62,35.08,21863.2411,23775.6253,23689.9752,23850.0426,24004.4936,3035.6642,4925.582799999999,26366.374300000003,26271.391200000002,26448.900600000004,26620.181600000004,3366.4502,5462.3068,28569.357600000003,28762.393800000005,28948.656800000004,3660.9146000000005,5940.0964,28658.7792,28844.3712,3647.7264,5918.6975999999995,29039.265600000002,3672.3732000000005,5958.6888,3696.1552,5997.2768,758.4296,1
81,140.41,155.71,169.33,168.72,169.86,170.96,21.62,35.08,21863.2411,23775.6253,23689.9752,23850.0426,24004.4936,3035.6642,4925.582799999999,26366.374300000003,26271.391200000002,26448.900600000004,26620.181600000004,3366.4502,5462.3068,28569.357600000003,28762.393800000005,28948.656800000004,3660.9146000000005,5940.0964,28658.7792,28844.3712,3647.7264,5918.6975999999995,29039.265600000002,3672.3732000000005,5958.6888,3696.1552,5997.2768,758.4296,1
82,174.74,177.54,179.82,179.36,176.7,174.2,16.51,19.09,31023.3396,31421.7468,31341.366400000003,30876.558,30439.708,2884.9574000000002,3335.7866000000004,31925.242799999996,31843.5744,31371.317999999996,30927.467999999997,2931.1854000000003,3389.2385999999997,32252.5152,31774.193999999996,31324.643999999997,2968.8282000000004,3432.7637999999997,31692.912,31244.512,2961.2336000000005,3423.9824000000003,30781.139999999996,2917.317,3373.203,2876.042,3325.4779999999996,315.1759,0
83,176.28,165.74,176.93,176.13,172.89,179.28,25.28,14.28,29216.647200000003,31189.220400000002,31048.1964,30477.049199999998,31603.4784,4456.3584,2517.2783999999997,29324.378200000003,29191.786200000002,28654.7886,29713.8672,4189.907200000001,2366.7672000000002,31162.6809,30589.4277,31720.010400000003,4472.790400000001,2526.5604,30451.1157,31576.5864,4452.5664,2515.1364,30995.7192,4370.6592,2468.8691999999996,4532.1984,2560.1184,360.9984,0
84,169.27,168.83,174.27,178.06,179.9,172.5,14.3,19.82,28577.854100000004,29498.682900000003,30140.216200000003,30451.673000000003,29199.075,2420.561,3354.9314000000004,29422.004100000006,30061.869800000004,30372.517000000003,29123.175000000003,2414.2690000000002,3346.2106000000003,31030.516200000002,31351.173000000003,30061.575,2492.061,3454.0314000000003,32032.994000000002,30715.350000000002,2546.2580000000003,3529.1492000000003,31032.75,2572.57,3565.618,2466.75,3418.9500000000003,283.42600000000004,0
85,176.61,154.01,177.29,167.83,162.96,167.97,18.23,6.98,27199.7061,31311.1869,29640.456300000005,28780.365600000005,29665.1817,3219.6003000000005,1232.7378,27304.432899999996,25847.4983,25097.4696,25869.059699999998,2807.6023,1074.9898,29754.580700000002,28891.1784,29779.401299999998,3231.9967,1237.4842,27349.576800000003,28190.405100000004,3059.5409000000004,1171.4534,27372.391200000002,2970.7608,1137.4608,3062.0931,1172.4306000000001,127.24540000000002,0
86,174.05,170.13,173.36,177.71,176.88,175.12,13.58,12.62,29611.126500000002,30173.308000000005,30930.425500000005,30785.964,30479.636000000002,2363.599,2196.511,29493.736800000002,30233.8023,30092.594399999998,29793.1656,2310.3654,2147.0406,30807.805600000003,30663.916800000003,30358.803200000002,2354.2288000000003,2187.8032,31433.3448,31120.575200000003,2413.3018,2242.7001999999998,30975.2256,2402.0304,2232.2255999999998,2378.1296,2210.0144,171.37959999999998,0
87,173.03,176.23,173.3,176.72,176.64,175.55,14.17,12.57,30493.0769,29986.099000000002,30577.8616,30564.0192,30375.416500000003,2451.8351,2174.9871000000003,30540.659,31143.365599999997,31129.267199999995,30937.1765,2497.1791,2215.2111,30625.576,30611.712,30422.815000000002,2455.661,2178.3810000000003,31215.820799999998,31023.196000000004,2504.1224,2221.3704000000002,31009.152,2502.9887999999996,2220.3648,2487.5435,2206.6635,178.11690000000002,0
88,175.55,141.62,178.53,178.81,160.75,175.37,1.25,49.3,24861.391000000003,31340.9415,31390.095500000003,28219.662500000002,30786.203500000003,219.4375,8654.615,25283.4186,25323.072200000002,22765.415,24835.899400000002,177.025,6981.866,31922.9493,28698.6975,31308.8061,223.1625,8801.529,28743.7075,31357.9097,223.5125,8815.332999999999,28190.7275,200.9375,7924.974999999999,219.2125,8645.741,61.625,0
89,117.42,154.1,162.68,160.99,140.05,144.18,4.77,42.29,18094.422,19101.8856,18903.4458,16444.671000000002,16929.6156,560.0934,4965.6918,25068.988,24808.559,21581.705,22218.138,735.0569999999999,6516.888999999999,26189.8532,22783.334000000003,23455.202400000002,775.9835999999999,6879.7372000000005,22546.649500000003,23211.538200000003,767.9223,6808.2671,20192.409000000003,668.0385,5922.7145,687.7386,6097.3722,201.72329999999997,0
90,89.54,103.3,157.66,168.24,137.01,158.83,7.92,26.03,9249.482,14116.876400000001,15064.209600000002,12267.8754,14221.638200000001,709.1568000000001,2330.7262,16286.277999999998,17379.192,14153.132999999998,16407.139,818.136,2688.899,26524.7184,21600.9966,25041.1378,1248.6671999999999,4103.8898,23050.5624,26721.559200000003,1332.4608,4379.287200000001,21761.2983,1085.1191999999999,3566.3703,1257.9336,4134.3449,206.1576,0
91,80.85,83.7,149.2,172.19,143.58,170.78,4.55,21.46,6767.1449999999995,12062.819999999998,13921.561499999998,11608.443,13807.562999999998,367.86749999999995,1735.041,12488.039999999999,14412.303,12017.646,14294.286,380.835,1796.2020000000002,25690.747999999996,21422.136,25480.375999999997,678.8599999999999,3201.832,24723.040200000003,29406.6082,783.4644999999999,3695.1974,24520.5924,653.289,3081.2268000000004,777.049,3664.9388000000004,97.643,0
92,107.66,145.05,160.61,179.12,144.66,172.47,16.69,29.39,15616.083,17291.2726,19284.0592,15574.095599999999,18568.120199999998,1796.8454000000002,3164.1274,23296.480500000005,25981.356000000003,20982.933,25016.773500000003,2420.8845000000006,4263.0195,28768.463200000002,23233.8426,27700.406700000003,2680.5809000000004,4720.3279,25911.4992,30892.8264,2989.5128000000004,5264.3368,24949.5102,2414.3754000000004,4251.5574,2878.5243,5068.8933,490.51910000000004,0
93,107.1,149.23,160.29,178.68,144.51,172.61,16.68,29.51,15982.532999999998,17167.058999999997,19136.628,15477.020999999999,18486.531,1786.4279999999999,3160.521,23920.076699999998,26664.4164,21565.2273,25758.5903,2489.1564,4403.7773,28640.6172,23163.507899999997,27667.6569,2673.6371999999997,4730.1579,25821.0468,30841.954800000003,2980.3824,5272.8468,24943.8711,2410.4267999999997,4264.4901,2879.1348000000003,5093.721100000001,492.2268,0
94,170.88,158.15,178.34,178.96,159.08,175.99,0.05,74.7,27024.672,30474.7392,30580.6848,27183.5904,30073.1712,8.544,12764.736,28204.471,28302.524,25158.502000000004,27832.8185,7.907500000000001,11813.805,31915.726400000003,28370.327200000003,31386.056600000004,8.917,13321.998000000001,28468.956800000004,31495.170400000003,8.948,13368.312000000002,27996.489200000004,7.954000000000001,11883.276000000002,8.7995,13146.453000000001,3.7350000000000003,0
95,104.99,91.73,160.5,154.22,138.3,137.44,6.14,24.13,9630.7327,16850.895,16191.557799999999,14520.117,14429.825599999998,644.6385999999999,2533.4087,14722.665,14146.6006,12686.259000000002,12607.3712,563.2222,2213.4449,24752.31,22197.15,22059.12,985.4699999999999,3872.865,21328.626,21195.9968,946.9108,3721.3286,19007.952,849.162,3337.179,843.8815999999999,3316.4271999999996,148.1582,0
96,136.47,113.53,177.98,160.7,138.49,142.05,6.37,45.67,15493.4391,24288.9306,21930.729,18899.730300000003,19385.5635,869.3139,6232.5849,20206.0694,18244.271,15722.7697,16126.936500000002,723.1861,5184.9151,28601.385999999995,24648.4502,25282.059,1133.7326,8128.3466,22255.343,22827.435,1023.659,7339.169,19672.504500000003,882.1813000000001,6324.8383,904.8585,6487.423500000001,290.91790000000003,0
97,104.4,113.64,167.84,161.95,142.65,142.65,6.79,10.4,11864.016000000001,17522.496000000003,16907.579999999998,14892.660000000002,14892.660000000002,708.8760000000001,1085.76,19073.3376,18403.998,16210.746000000001,16210.746000000001,771.6156,1181.856,27181.688,23942.376,23942.376,1139.6336000000001,1745.536,23102.1675,23102.1675,1099.6405,1684.28,20349.022500000003,968.5935000000001,1483.5600000000002,968.5935000000001,1483.5600000000002,70.616,0
98,110.59,125.9,169.68,170.68,144.34,154.58,15.08,69.95,13923.281,18764.911200000002,18875.501200000002,15962.5606,17095.002200000003,1667.6972,7735.7705000000005,21362.712000000003,21488.612,18172.406000000003,19461.622000000003,1898.5720000000001,8806.705,28960.9824,24491.611200000003,26229.134400000003,2558.7744000000002,11869.116000000002,24635.951200000003,26383.714400000004,2573.8544,11939.066,22312.077200000003,2176.6472,10096.583,2331.0664,10812.871000000001,1054.846,0
99,121.57,119.51,146.7,150.01,141.73,147.1,9.67,34.4,14528.8307,17834.318999999996,18236.715699999997,17230.1161,17882.947,1175.5819,4182.008,17532.117,17927.6951,16938.152299999998,17579.921,1155.6617,4111.144,22006.466999999997,20791.790999999997,21579.569999999996,1418.589,5046.48,21260.917299999997,22066.470999999998,1450.5966999999998,5160.343999999999,20848.482999999997,1370.5291,4875.512,1422.4569999999999,5060.24,332.64799999999997,0
100,120.51,111.99,147.37,153.39,142.36,148.63,7.93,32.89,13495.9149,17759.5587,18485.028899999998,17155.803600000003,17911.4013,955.6443,3963.5739000000003,16503.9663,17178.146099999998,15942.896400000001,16645.073699999997,888.0807,3683.3511,22605.0843,20979.593200000003,21903.6031,1168.6441,4846.9993,21836.6004,22798.355699999996,1216.3826999999999,5044.9971,21158.966800000002,1128.9148,4682.2204,1178.6359,4888.4407,260.8177,0
101,122.78,146.95,168.95,174.33,145.09,154.64,15.26,75.18,18042.520999999997,20743.681,21404.2374,17814.1502,18986.6992,1873.6228,9230.600400000001,24827.202499999996,25617.7935,21320.9755,22724.347999999994,2242.457,11047.701000000001,29453.0535,24512.9555,26126.427999999996,2578.1769999999997,12701.661,25293.5397,26958.3912,2660.2758000000003,13106.129400000002,22436.7176,2214.0734,10907.8662,2359.8064,11625.8352,1147.2468000000001,0
102,142.58,143.22,171.43,164.85,145.06,149.95,12.59,66.59,20420.3076,24442.489400000002,23504.313000000002,20682.654800000004,21379.871,1795.0822,9494.4022,24552.2046,23609.817,20775.4932,21475.839,1803.1398,9537.0198,28260.2355,24867.6358,25705.928499999998,2158.3037,11415.523700000002,23913.141,24719.257499999996,2075.4615,10977.3615,21751.747,1826.3054,9659.5454,1887.8704999999998,9985.1705,838.3681,0
103,174.39,178.09,166.72,179.29,143.45,161.19,16.16,90.22,31057.1151,29074.300799999997,31266.383099999995,25016.245499999997,28109.924099999997,2818.1423999999997,15733.465799999998,29691.1648,31929.7561,25547.010499999997,28706.3271,2877.9344,16067.2798,29891.228799999997,23915.983999999997,26873.5968,2694.1952,15041.4784,25719.150499999996,28899.7551,2897.3264,16175.5438,23122.705499999996,2318.152,12942.059,2604.8304,14542.5618,1457.9552,0
104,104.74,126.42,144.31,169.39,134.63,160.56,4.38,22.2,13241.2308,15115.0294,17741.9086,14101.1462,16817.0544,458.7612,2325.2279999999996,18243.6702,21414.283799999997,17019.9246,20297.9952,553.7196,2806.524,24444.670899999997,19428.4553,23170.4136,632.0778,3203.682,22804.9757,27197.2584,741.9282,3760.4579999999996,21616.1928,589.6794,2988.7859999999996,703.2528,3564.432,97.23599999999999,0
105,102.09,131.23,164.54,167.35,134.25,146.18,5.09,77.25,13397.2707,16797.8886,17084.7615,13705.5825,14923.516200000002,519.6381,7886.4525,21592.584199999998,21961.3405,17617.6275,19183.201399999998,667.9607,10137.5175,27535.768999999997,22089.495,24052.4572,837.5085999999999,12710.715,22466.7375,24463.223,851.8114999999999,12927.7875,19624.665,683.3325,10370.8125,744.0562,11292.405,393.2025,0
106,103.41,139.3,164.73,167.57,134.54,146.14,4.8,76.88,14405.013,17034.7293,17328.413699999997,13912.781399999998,15112.337399999999,496.36799999999994,7950.1608,22946.889,23342.501,18741.422,20357.302,668.64,10709.384,27603.806099999998,22162.774199999996,24073.642199999995,790.704,12664.442399999998,22544.867799999996,24488.679799999998,804.3359999999999,12882.781599999998,19661.6756,645.7919999999999,10343.435199999998,701.4719999999999,11235.243199999999,369.02399999999994,0
107,110.76,133.29,157.3,158.28,150.24,158.52,1.04,25.98,14763.2004,17422.548000000003,17531.092800000002,16640.582400000003,17557.6752,115.19040000000001,2877.5448,20966.517,21097.1412,20025.4896,21129.1308,138.6216,3462.8741999999997,24897.444000000003,23632.752000000004,24935.196000000004,163.592,4086.6540000000005,23779.987200000003,25090.5456,164.6112,4112.1144,23816.044800000003,156.24960000000002,3903.2352,164.8608,4118.3496000000005,27.0192,0
108,110.17,144.03,168.14,161.85,141.88,150.35,0.81,24.06,15867.785100000001,18523.983799999998,17831.0145,15630.9196,16564.0595,89.2377,2650.6902,24217.204199999996,23311.2555,20434.9764,21654.910499999998,116.66430000000001,3465.3617999999997,27213.458999999995,23855.703199999996,25279.849,136.1934,4045.4483999999993,22963.278,24334.1475,131.0985,3894.111,21331.658,114.92280000000001,3413.6328,121.7835,3617.421,19.4886,0
109,94.69,108.51,163.1,150.06,131.06,140.97,1.7,3.05,10274.8119,15443.938999999998,14209.1814,12410.0714,13348.4493,160.97299999999998,288.80449999999996,17697.981,16283.010600000001,14221.320600000001,15296.654700000001,184.467,330.9555,24474.786,21375.886,22992.207,277.27,497.4549999999999,19666.8636,21153.9582,255.102,457.683,18475.5282,222.802,399.733,239.649,429.95849999999996,5.185,0
110,118.75,137.7,147.1,161.07,135.01,155.09,2.06,40.34,16351.874999999998,17468.125,19127.0625,16032.437499999998,18416.9375,244.625,4790.375,20255.67,22179.338999999996,18590.876999999997,21355.893,283.662,5554.818,23693.396999999997,19859.970999999998,22813.739,303.026,5934.014,21746.060699999998,24980.3463,331.8042,6497.5638,20938.7009,278.12059999999997,5446.3034,319.4854,6256.3306,83.10040000000001,0
111,117.21,153.47,157.34,165.96,138.07,153.69,6.82,34.84,17988.218699999998,18441.8214,19452.1716,16183.184699999998,18014.0049,799.3722,4083.5964000000004,24146.9698,25469.8812,21189.602899999998,23586.8043,1046.6654,5346.8948,26112.1464,21723.9338,24181.584600000002,1073.0588,5481.725600000001,22914.0972,25506.3924,1131.8472000000002,5782.046400000001,21219.9783,941.6374,4810.3588,1048.1658,5354.5596000000005,237.60880000000003,0
112,121.05,151.53,160.39,158.73,142.44,150.65,3.12,28.14,18342.7065,19415.209499999997,19214.266499999998,17242.362,18236.1825,377.676,3406.347,24303.896699999998,24052.3569,21583.9332,22827.9945,472.77360000000004,4264.0542000000005,25458.704699999995,22845.951599999997,24162.7535,500.41679999999997,4513.3746,22609.5012,23912.6745,495.2376,4466.6622,21458.586,444.4128,4008.2616,470.028,4239.291,87.7968,0
113,120.24,147.66,159.03,160.05,141.08,152.07,3.35,27.75,17754.6384,19121.7672,19244.412,16963.4592,18284.8968,402.804,3336.66,23482.3698,23632.983,20831.8728,22454.656199999998,494.661,4097.565,25452.751500000002,22435.952400000002,24183.6921,532.7505,4413.0825,22579.854000000003,24338.8035,536.1675,4441.387500000001,21454.0356,472.61800000000005,3914.9700000000003,509.4345,4219.9425,92.9625,0
114,112.36,120.05,156.28,164.9,148.22,159.24,5.47,31.34,13488.818,17559.6208,18528.164,16653.9992,17892.2064,614.6092,3521.3624,18761.414,19796.245,17793.810999999998,19116.762000000002,656.6735,3762.3669999999997,25770.572,23163.8216,24886.0272,854.8516,4897.8152,24441.478,26258.676000000003,902.003,5167.966,23602.5528,810.7633999999999,4645.2148,871.0428,4990.5816,171.4298,0
115,162.9,173.47,171.26,178.67,145.35,160.37,2.52,108.53,28258.263,27898.254,29105.343,23677.515,26124.273,410.50800000000004,17679.537,29708.472199999997,30993.884899999997,25213.8645,27819.3839,437.1444,18826.6991,30599.024199999996,24892.640999999996,27464.9662,431.5752,18586.8478,25969.684499999996,28653.3079,450.24839999999995,19391.055099999998,23309.7795,366.282,15774.8355,404.1324,17404.9561,273.4956,0
116,107.75,129.86,171.31,158.69,145.64,152.61,3.33,34.81,13992.415,18458.6525,17098.8475,15692.71,16443.7275,358.8075,3750.7775,22246.316600000002,20607.4834,18912.8104,19817.934600000004,432.4338000000001,4520.426600000001,27185.1839,24949.588399999997,26143.619100000004,570.4623,5963.301100000001,23111.611599999997,24217.680900000003,528.4377,5523.9989000000005,22226.1204,484.98119999999994,5069.7284,508.19130000000007,5312.3541000000005,115.91730000000001,0
117,160.64,169.54,171.45,178.79,149.84,161.61,4.6,95.17,27234.905599999995,27541.727999999996,28720.825599999996,24070.297599999998,25961.0304,738.9439999999998,15288.108799999998,29067.632999999998,30312.056599999996,25403.8736,27399.3594,779.8839999999999,16135.121799999999,30653.545499999997,25690.068,27708.0345,788.6699999999998,16316.896499999999,26789.8936,28894.251900000003,822.4339999999999,17015.4443,24215.642400000004,689.264,14260.2728,743.406,15380.423700000001,437.782,0
118,161.72,168.71,171.67,179.05,149.6,161.04,6.26,95.21,27283.7812,27762.4724,28955.966,24193.311999999998,26043.388799999997,1012.3671999999999,15397.3612,28962.4457,30207.525500000003,25239.016,27169.0584,1056.1246,16062.8791,30737.5135,25681.832,27645.736799999995,1074.6542,16344.700699999998,26785.88,28834.212,1120.853,17047.3505,24091.584,936.496,14243.416,1008.1103999999999,15332.618399999998,596.0146,0
119,164.16,172.49,178.61,178.88,155.45,161.59,11.95,91.1,28315.9584,29320.6176,29364.9408,25518.672,26526.6144,1961.7119999999998,14954.975999999999,30808.438900000005,30855.0112,26813.570499999998,27872.6591,2061.2555,15713.839,31949.756800000003,27764.9245,28861.589900000003,2134.3895,16271.371000000001,27806.895999999997,28905.2192,2137.616,16295.967999999999,25119.1655,1857.6274999999998,14161.494999999999,1931.0004999999999,14720.849,1088.6449999999998,0
120,155.22,177.67,174.63,176.47,149.87,160.03,3.06,113.57,27577.9374,27106.0686,27391.6734,23262.8214,24839.8566,474.9732,17628.3354,31026.512099999996,31353.424899999998,26627.402899999997,28432.5301,543.6702,20177.9819,30816.9561,26171.7981,27946.0389,534.3678,19832.729099999997,26447.5589,28240.4941,539.9982,20041.6979,23983.6961,458.60220000000004,17020.7359,489.6918,18174.607099999997,347.5242,0
121,162.53,174.93,171.3,176.23,146.0,157.66,5.53,97.32,28431.372900000002,27841.389000000003,28642.6619,23729.38,25624.4798,898.7909000000001,15817.4196,29965.509000000002,30827.9139,25539.780000000002,27579.4638,967.3629000000001,17024.1876,30188.199,25009.800000000003,27007.158,947.2890000000001,16670.916,25729.579999999998,27784.421799999996,974.5518999999999,17150.703599999997,23018.36,807.38,14208.72,871.8598000000001,15343.471199999998,538.1795999999999,0
